"resultado","convocatoria","escalafon","sexo","disciplina_codigo","n"
"Otorgado","2018","Becas doctorales","M","KA4",18
"Otorgado","2018","Becas doctorales","M","KA5",16
"Otorgado","2018","Becas doctorales","M","KA6",16
"Otorgado","2018","Becas doctorales","M","KA7",14
"Otorgado","2018","Becas doctorales","M","KA8",6
"Otorgado","2018","Becas doctorales","M","KB1",32
"Otorgado","2018","Becas doctorales","M","KB2",36
"Otorgado","2018","Becas doctorales","M","KB3",31
"Otorgado","2018","Becas doctorales","M","KB4",13
"Otorgado","2018","Becas doctorales","M","KE1",51
"Otorgado","2018","Becas doctorales","M","KE2",14
"Otorgado","2018","Becas doctorales","M","KE3",42
"Otorgado","2018","Becas doctorales","M","KE4",3
"Otorgado","2018","Becas doctorales","M","KE5",45
"Otorgado","2018","Becas doctorales","M","KS1",10
"Otorgado","2018","Becas doctorales","M","KS2",7
"Otorgado","2018","Becas doctorales","M","KS3",10
"Otorgado","2018","Becas doctorales","M","KS4",20
"Otorgado","2018","Becas doctorales","M","KS5",24
"Otorgado","2018","Becas doctorales","M","KS6",16
"Otorgado","2018","Becas doctorales","M","KS7",8
"Otorgado","2018","Becas doctorales","M","KS8",10
"Otorgado","2018","Becas doctorales","M","KS9",10
"Otorgado","2018","Becas doctorales","M","KT1",30
"Otorgado","2018","Becas externas","F","KA2",1
"Otorgado","2018","Becas externas","F","KA5",3
"Otorgado","2018","Becas externas","F","KA7",1
"Otorgado","2018","Becas externas","F","KB1",1
"Otorgado","2018","Becas externas","F","KB2",1
"Otorgado","2018","Becas externas","F","KB3",2
"Otorgado","2018","Becas externas","F","KE1",1
"Otorgado","2018","Becas externas","F","KE3",1
"Otorgado","2018","Becas externas","F","KE5",2
"Otorgado","2018","Becas externas","F","KS4",2
"Otorgado","2018","Becas externas","F","KS5",1
"Otorgado","2018","Becas externas","F","KS6",1
"Otorgado","2018","Becas externas","F","KS8",1
"Otorgado","2018","Becas externas","F","ND",4
"Otorgado","2018","Becas externas","M","KA1",2
"Otorgado","2018","Becas externas","M","KA5",1
"Otorgado","2018","Becas externas","M","KA6",1
"Otorgado","2018","Becas externas","M","KB1",1
"Otorgado","2018","Becas externas","M","KB2",4
"Otorgado","2018","Becas externas","M","KB4",1
"Otorgado","2018","Becas externas","M","KE1",1
"Otorgado","2018","Becas externas","M","KE2",1
"Otorgado","2018","Becas externas","M","KE3",1
"Otorgado","2018","Becas externas","M","KE5",1
"Otorgado","2018","Becas externas","M","KS1",1
"Otorgado","2018","Becas externas","M","KS3",1
"Otorgado","2018","Becas externas","M","KS4",1
"Otorgado","2018","Becas externas","M","KS5",4
"Otorgado","2018","Becas externas","M","ND",2
"Otorgado","2018","Becas postdoctorales","F","KA1",42
"Otorgado","2018","Becas postdoctorales","F","KA2",7
"Otorgado","2018","Becas postdoctorales","F","KA3",20
"Otorgado","2018","Becas postdoctorales","F","KA4",4
"Otorgado","2018","Becas postdoctorales","F","KA5",45
"Otorgado","2018","Becas postdoctorales","F","KA6",17
"Otorgado","2018","Becas postdoctorales","F","KA7",37
"Otorgado","2018","Becas postdoctorales","F","KA8",20
"Otorgado","2018","Becas postdoctorales","F","KB1",52
"Otorgado","2018","Becas postdoctorales","F","KB2",53
"Otorgado","2018","Becas postdoctorales","F","KB3",31
"Otorgado","2018","Becas postdoctorales","F","KB4",34
"Otorgado","2018","Becas postdoctorales","F","KE1",42
"Otorgado","2018","Becas postdoctorales","F","KE2",9
"Otorgado","2018","Becas postdoctorales","F","KE3",16
"Otorgado","2018","Becas postdoctorales","F","KE4",4
"Otorgado","2018","Becas postdoctorales","F","KE5",40
"Otorgado","2018","Becas postdoctorales","F","KS1",18
"Otorgado","2018","Becas postdoctorales","F","KS2",17
"Otorgado","2018","Becas postdoctorales","F","KS3",7
"Otorgado","2018","Becas postdoctorales","F","KS4",26
"Otorgado","2018","Becas postdoctorales","F","KS5",39
"Otorgado","2018","Becas postdoctorales","F","KS6",7
"Otorgado","2018","Becas postdoctorales","F","KS7",16
"Otorgado","2018","Becas postdoctorales","F","KS8",7
"Otorgado","2018","Becas postdoctorales","F","KS9",14
"Otorgado","2018","Becas postdoctorales","F","KT1",14
"Otorgado","2018","Becas postdoctorales","M","KA1",25
"Otorgado","2018","Becas postdoctorales","M","KA2",27
"Otorgado","2018","Becas postdoctorales","M","KA3",7
"Otorgado","2018","Becas postdoctorales","M","KA4",16
"Otorgado","2018","Becas postdoctorales","M","KA5",19
"Otorgado","2018","Becas postdoctorales","M","KA6",15
"Otorgado","2018","Becas postdoctorales","M","KA7",17
"Otorgado","2018","Becas postdoctorales","M","KA8",4
"Otorgado","2018","Becas postdoctorales","M","KB1",23
"Otorgado","2018","Becas postdoctorales","M","KB2",28
"Otorgado","2018","Becas postdoctorales","M","KB3",21
"Otorgado","2018","Becas postdoctorales","M","KB4",12
"Otorgado","2018","Becas postdoctorales","M","KE1",43
"Otorgado","2018","Becas postdoctorales","M","KE2",15
"Otorgado","2018","Becas postdoctorales","M","KE3",31
"Otorgado","2018","Becas postdoctorales","M","KE4",5
"Otorgado","2018","Becas postdoctorales","M","KE5",25
"Otorgado","2018","Becas postdoctorales","M","KS1",14
"Otorgado","2018","Becas postdoctorales","M","KS2",10
"Otorgado","2018","Becas postdoctorales","M","KS3",10
"Otorgado","2018","Becas postdoctorales","M","KS4",15
"Otorgado","2018","Becas postdoctorales","M","KS5",28
"Otorgado","2018","Becas postdoctorales","M","KS6",11
"Otorgado","2018","Becas postdoctorales","M","KS7",8
"Otorgado","2018","Becas postdoctorales","M","KS8",4
"Otorgado","2018","Becas postdoctorales","M","KS9",1
"Otorgado","2018","Becas postdoctorales","M","KT1",7
"Otorgado","2018","Becas postdoctorales","X","KE5",1
"Otorgado","2018",NA,"F","KA1",12
"Otorgado","2018",NA,"F","KA2",2
"Otorgado","2018",NA,"F","KA3",4
"Otorgado","2018",NA,"F","KA5",16
"Otorgado","2018",NA,"F","KA6",12
"Otorgado","2018",NA,"F","KA7",3
"Otorgado","2018",NA,"F","KA8",8
"Otorgado","2018",NA,"F","KB1",39
"Otorgado","2018",NA,"F","KB2",23
"Otorgado","2018",NA,"F","KB3",37
"Otorgado","2018",NA,"F","KB4",6
"Otorgado","2018",NA,"F","KE1",10
"Otorgado","2018",NA,"F","KE2",5
"Otorgado","2018",NA,"F","KE3",2
"Otorgado","2018",NA,"F","KE4",1
"Otorgado","2018",NA,"F","KE5",20
"Otorgado","2018",NA,"F","KS1",1
"Otorgado","2018",NA,"F","KS2",13
"Otorgado","2018",NA,"F","KS3",2
"Otorgado","2018",NA,"F","KS4",17
"Otorgado","2018",NA,"F","KS5",17
"Otorgado","2018",NA,"F","KS6",3
"Otorgado","2018",NA,"F","KS7",9
"Otorgado","2018",NA,"F","KS8",10
"Otorgado","2018",NA,"F","KS9",9
"Otorgado","2018",NA,"F","KT1",3
"Otorgado","2018",NA,"M","KA1",13
"Otorgado","2018",NA,"M","KA2",13
"Otorgado","2018",NA,"M","KA3",2
"Otorgado","2018",NA,"M","KA4",12
"Otorgado","2018",NA,"M","KA5",9
"Otorgado","2018",NA,"M","KA6",6
"Otorgado","2018",NA,"M","KA7",1
"Otorgado","2018",NA,"M","KA8",1
"Otorgado","2018",NA,"M","KB1",22
"Otorgado","2018",NA,"M","KB2",15
"Otorgado","2018",NA,"M","KB3",17
"Otorgado","2018",NA,"M","KB4",7
"Otorgado","2018",NA,"M","KE1",13
"Otorgado","2018",NA,"M","KE2",3
"Otorgado","2018",NA,"M","KE3",8
"Otorgado","2018",NA,"M","KE4",1
"Otorgado","2018",NA,"M","KE5",14
"Otorgado","2018",NA,"M","KS1",6
"Otorgado","2018",NA,"M","KS3",4
"Otorgado","2018",NA,"M","KS4",6
"Otorgado","2018",NA,"M","KS5",9
"Otorgado","2018",NA,"M","KS6",3
"Otorgado","2018",NA,"M","KS7",4
"Otorgado","2018",NA,"M","KS8",2
"Otorgado","2018",NA,"M","KS9",2
"Otorgado","2018",NA,"M","KT1",6
"Otorgado","2019","Becas doctorales","F","KA1",71
"Otorgado","2019","Becas doctorales","F","KA2",10
"Otorgado","2019","Becas doctorales","F","KA3",18
"Otorgado","2019","Becas doctorales","F","KA4",4
"Otorgado","2019","Becas doctorales","F","KA5",35
"Otorgado","2019","Becas doctorales","F","KA6",21
"Otorgado","2019","Becas doctorales","F","KA7",38
"Otorgado","2019","Becas doctorales","F","KA8",38
"Otorgado","2019","Becas doctorales","F","KB1",65
"Otorgado","2019","Becas doctorales","F","KB2",80
"Otorgado","2019","Becas doctorales","F","KB3",72
"Otorgado","2019","Becas doctorales","F","KB4",32
"Otorgado","2019","Becas doctorales","F","KE1",78
"Otorgado","2019","Becas doctorales","F","KE2",22
"Otorgado","2019","Becas doctorales","F","KE3",25
"Otorgado","2019","Becas doctorales","F","KE4",18
"Otorgado","2019","Becas doctorales","F","KE5",60
"Otorgado","2019","Becas doctorales","F","KS1",21
"Otorgado","2019","Becas doctorales","F","KS2",24
"Otorgado","2019","Becas doctorales","F","KS3",13
"Otorgado","2019","Becas doctorales","F","KS4",37
"Otorgado","2019","Becas doctorales","F","KS5",59
"Otorgado","2019","Becas doctorales","F","KS6",9
"Otorgado","2019","Becas doctorales","F","KS7",42
"Otorgado","2019","Becas doctorales","F","KS8",17
"Otorgado","2019","Becas doctorales","F","KS9",30
"Otorgado","2019","Becas doctorales","F","KT1",18
"Otorgado","2019","Becas doctorales","M","KA1",43
"Otorgado","2019","Becas doctorales","M","KA2",30
"Otorgado","2019","Becas doctorales","M","KA3",11
"Otorgado","2019","Becas doctorales","M","KA4",22
"Otorgado","2019","Becas doctorales","M","KA5",31
"Otorgado","2019","Becas doctorales","M","KA6",19
"Otorgado","2019","Becas doctorales","M","KA7",24
"Otorgado","2019","Becas doctorales","M","KA8",10
"Otorgado","2019","Becas doctorales","M","KB1",35
"Otorgado","2019","Becas doctorales","M","KB2",35
"Otorgado","2019","Becas doctorales","M","KB3",28
"Otorgado","2019","Becas doctorales","M","KB4",10
"Otorgado","2019","Becas doctorales","M","KE1",59
"Otorgado","2019","Becas doctorales","M","KE2",26
"Otorgado","2019","Becas doctorales","M","KE3",51
"Otorgado","2019","Becas doctorales","M","KE4",12
"Otorgado","2019","Becas doctorales","M","KE5",52
"Otorgado","2019","Becas doctorales","M","KS1",12
"Otorgado","2019","Becas doctorales","M","KS2",13
"Otorgado","2019","Becas doctorales","M","KS3",21
"Otorgado","2019","Becas doctorales","M","KS4",21
"Otorgado","2019","Becas doctorales","M","KS5",20
"Otorgado","2019","Becas doctorales","M","KS6",12
"Otorgado","2019","Becas doctorales","M","KS7",18
"Otorgado","2019","Becas doctorales","M","KS8",13
"Otorgado","2019","Becas doctorales","M","KS9",9
"Otorgado","2019","Becas doctorales","M","KT1",14
"Otorgado","2019","Becas doctorales","X","KS5",1
"Otorgado","2019","Becas externas","F","KA1",1
"Otorgado","2019","Becas externas","F","KA2",1
"Otorgado","2019","Becas externas","F","KA3",1
"Otorgado","2019","Becas externas","F","KA5",2
"Otorgado","2019","Becas externas","F","KA6",4
"Otorgado","2019","Becas externas","F","KA8",1
"Otorgado","2019","Becas externas","F","KB1",1
"Otorgado","2019","Becas externas","F","KB2",4
"Otorgado","2019","Becas externas","F","KB3",1
"Otorgado","2019","Becas externas","F","KE1",2
"Otorgado","2019","Becas externas","F","KE5",2
"Otorgado","2019","Becas externas","F","KS5",3
"Otorgado","2019","Becas externas","F","KS7",1
"Otorgado","2019","Becas externas","F","ND",18
"Otorgado","2019","Becas externas","M","KA5",2
"Otorgado","2019","Becas externas","M","KA6",1
"Otorgado","2019","Becas externas","M","KB1",3
"Otorgado","2019","Becas externas","M","KB2",2
"Otorgado","2019","Becas externas","M","KB3",1
"Otorgado","2019","Becas externas","M","KE1",1
"Otorgado","2019","Becas externas","M","KE2",1
"Otorgado","2019","Becas externas","M","KE3",3
"Otorgado","2019","Becas externas","M","KS1",1
"Otorgado","2019","Becas externas","M","KS4",1
"Otorgado","2019","Becas externas","M","KS5",2
"Otorgado","2019","Becas externas","M","KS8",1
"Otorgado","2019","Becas externas","M","KT1",2
"Otorgado","2019","Becas externas","M","ND",8
"Otorgado","2019","Becas postdoctorales","F","KA1",48
"Otorgado","2019","Becas postdoctorales","F","KA2",2
"Otorgado","2019","Becas postdoctorales","F","KA3",20
"Otorgado","2019","Becas postdoctorales","F","KA4",2
"Otorgado","2019","Becas postdoctorales","F","KA5",36
"Otorgado","2019","Becas postdoctorales","F","KA6",18
"Otorgado","2019","Becas postdoctorales","F","KA7",28
"Otorgado","2019","Becas postdoctorales","F","KA8",30
"Otorgado","2019","Becas postdoctorales","F","KB1",70
"Otorgado","2019","Becas postdoctorales","F","KB2",64
"Otorgado","2019","Becas postdoctorales","F","KB3",52
"Otorgado","2019","Becas postdoctorales","F","KB4",23
"Otorgado","2019","Becas postdoctorales","F","KE1",65
"Otorgado","2019","Becas postdoctorales","F","KE2",17
"Otorgado","2019","Becas postdoctorales","F","KE3",16
"Otorgado","2019","Becas postdoctorales","F","KE4",12
"Otorgado","2019","Becas postdoctorales","F","KE5",33
"Otorgado","2019","Becas postdoctorales","F","KS1",20
"Otorgado","2019","Becas postdoctorales","F","KS2",23
"Otorgado","2019","Becas postdoctorales","F","KS3",12
"Otorgado","2019","Becas postdoctorales","F","KS4",29
"Otorgado","2019","Becas postdoctorales","F","KS5",42
"Otorgado","2019","Becas postdoctorales","F","KS6",9
"Otorgado","2019","Becas postdoctorales","F","KS7",23
"Otorgado","2019","Becas postdoctorales","F","KS8",11
"Otorgado","2019","Becas postdoctorales","F","KS9",19
"Otorgado","2019","Becas postdoctorales","F","KT1",16
"Otorgado","2019","Becas postdoctorales","M","KA1",24
"Otorgado","2019","Becas postdoctorales","M","KA2",21
"Otorgado","2019","Becas postdoctorales","M","KA3",10
"Otorgado","2019","Becas postdoctorales","M","KA4",8
"Otorgado","2019","Becas postdoctorales","M","KA5",17
"Otorgado","2019","Becas postdoctorales","M","KA6",18
"Otorgado","2019","Becas postdoctorales","M","KA7",12
"Otorgado","2019","Becas postdoctorales","M","KA8",12
"Otorgado","2019","Becas postdoctorales","M","KB1",14
"Otorgado","2019","Becas postdoctorales","M","KB2",39
"Otorgado","2019","Becas postdoctorales","M","KB3",18
"Otorgado","2019","Becas postdoctorales","M","KB4",17
"Otorgado","2019","Becas postdoctorales","M","KE1",54
"Otorgado","2019","Becas postdoctorales","M","KE2",18
"Otorgado","2019","Becas postdoctorales","M","KE3",34
"Otorgado","2019","Becas postdoctorales","M","KE4",8
"Otorgado","2019","Becas postdoctorales","M","KE5",30
"Otorgado","2019","Becas postdoctorales","M","KS1",7
"Otorgado","2019","Becas postdoctorales","M","KS2",12
"Otorgado","2019","Becas postdoctorales","M","KS3",18
"Otorgado","2019","Becas postdoctorales","M","KS4",20
"Otorgado","2019","Becas postdoctorales","M","KS5",24
"Otorgado","2019","Becas postdoctorales","M","KS6",11
"Otorgado","2019","Becas postdoctorales","M","KS7",13
"Otorgado","2019","Becas postdoctorales","M","KS8",15
"Otorgado","2019","Becas postdoctorales","M","KS9",2
"Otorgado","2019","Becas postdoctorales","M","KT1",15
"Otorgado","2019","Becas postdoctorales","X","KA4",1
"Otorgado","2019",NA,"F","KA1",19
"Otorgado","2019",NA,"F","KA2",4
"Otorgado","2019",NA,"F","KA3",3
"Otorgado","2019",NA,"F","KA4",1
"Otorgado","2019",NA,"F","KA5",12
"Otorgado","2019",NA,"F","KA6",4
"Otorgado","2019",NA,"F","KA7",8
"Otorgado","2019",NA,"F","KA8",15
"Otorgado","2019",NA,"F","KB1",41
"Otorgado","2019",NA,"F","KB2",29
"Otorgado","2019",NA,"F","KB3",29
"Otorgado","2019",NA,"F","KB4",11
"Otorgado","2019",NA,"F","KE1",14
"Otorgado","2019",NA,"F","KE2",2
"Otorgado","2019",NA,"F","KE3",1
"Otorgado","2019",NA,"F","KE5",9
"Otorgado","2019",NA,"F","KS1",5
"Otorgado","2019",NA,"F","KS2",9
"Otorgado","2019",NA,"F","KS3",2
"Otorgado","2019",NA,"F","KS4",13
"Otorgado","2019",NA,"F","KS5",11
"Otorgado","2019",NA,"F","KS6",3
"Otorgado","2019",NA,"F","KS7",8
"Otorgado","2019",NA,"F","KS8",8
"Otorgado","2019",NA,"F","KS9",5
"Otorgado","2019",NA,"F","KT1",4
"Otorgado","2019",NA,"M","KA1",14
"Otorgado","2019",NA,"M","KA2",8
"Otorgado","2019",NA,"M","KA3",2
"Otorgado","2019",NA,"M","KA4",6
"Otorgado","2019",NA,"M","KA5",11
"Otorgado","2019",NA,"M","KA6",4
"Otorgado","2019",NA,"M","KA7",5
"Otorgado","2019",NA,"M","KA8",3
"Otorgado","2019",NA,"M","KB1",15
"Otorgado","2019",NA,"M","KB2",14
"Otorgado","2019",NA,"M","KB3",26
"Otorgado","2019",NA,"M","KB4",3
"Otorgado","2019",NA,"M","KE1",13
"Otorgado","2019",NA,"M","KE2",1
"Otorgado","2019",NA,"M","KE3",6
"Otorgado","2019",NA,"M","KE4",3
"Otorgado","2019",NA,"M","KE5",9
"Otorgado","2019",NA,"M","KS1",6
"Otorgado","2019",NA,"M","KS2",5
"Otorgado","2019",NA,"M","KS3",4
"Otorgado","2019",NA,"M","KS4",11
"Otorgado","2019",NA,"M","KS5",7
"Otorgado","2019",NA,"M","KS6",2
"Otorgado","2019",NA,"M","KS7",5
"Otorgado","2019",NA,"M","KS8",7
"Otorgado","2019",NA,"M","KS9",2
"Otorgado","2019",NA,"M","KT1",7
"Otorgado","2020","Becas doctorales","F","KA1",48
"Otorgado","2020","Becas doctorales","F","KA2",14
"Otorgado","2020","Becas doctorales","F","KA3",31
"Otorgado","2020","Becas doctorales","F","KA4",9
"Otorgado","2020","Becas doctorales","F","KA5",29
"Otorgado","2020","Becas doctorales","F","KA6",20
"Otorgado","2020","Becas doctorales","F","KA7",45
"Otorgado","2020","Becas doctorales","F","KA8",51
"Otorgado","2020","Becas doctorales","F","KB1",88
"Otorgado","2020","Becas doctorales","F","KB2",86
"Otorgado","2020","Becas doctorales","F","KB3",70
"Otorgado","2020","Becas doctorales","F","KB4",26
"Otorgado","2020","Becas doctorales","F","KE1",76
"Otorgado","2020","Becas doctorales","F","KE2",15
"Otorgado","2020","Becas doctorales","F","KE3",21
"Otorgado","2020","Becas doctorales","F","KE4",8
"Otorgado","2020","Becas doctorales","F","KE5",70
"Otorgado","2020","Becas doctorales","F","KS1",26
"Otorgado","2020","Becas doctorales","F","KS2",33
"Otorgado","2020","Becas doctorales","F","KS3",12
"Otorgado","2020","Becas doctorales","F","KS4",29
"Otorgado","2020","Becas doctorales","F","KS5",65
"Otorgado","2020","Becas doctorales","F","KS6",5
"Otorgado","2020","Becas doctorales","F","KS7",47
"Otorgado","2020","Becas doctorales","F","KS8",10
"Otorgado","2020","Becas doctorales","F","KS9",27
"Otorgado","2020","Becas doctorales","F","KT1",18
"Otorgado","2020","Becas doctorales","M","KA1",30
"Otorgado","2020","Becas doctorales","M","KA2",41
"Otorgado","2020","Becas doctorales","M","KA3",13
"Otorgado","2020","Becas doctorales","M","KA4",23
"Otorgado","2020","Becas doctorales","M","KA5",22
"Otorgado","2020","Becas doctorales","M","KA6",20
"Otorgado","2020","Becas doctorales","M","KA7",13
"Otorgado","2020","Becas doctorales","M","KA8",7
"Otorgado","2020","Becas doctorales","M","KB1",40
"Otorgado","2020","Becas doctorales","M","KB2",39
"Otorgado","2020","Becas doctorales","M","KB3",28
"Otorgado","2020","Becas doctorales","M","KB4",9
"Otorgado","2020","Becas doctorales","M","KE1",75
"Otorgado","2020","Becas doctorales","M","KE2",23
"Otorgado","2020","Becas doctorales","M","KE3",64
"Otorgado","2020","Becas doctorales","M","KE4",8
"Otorgado","2020","Becas doctorales","M","KE5",41
"Otorgado","2020","Becas doctorales","M","KS1",19
"Otorgado","2020","Becas doctorales","M","KS2",15
"Otorgado","2020","Becas doctorales","M","KS3",17
"Otorgado","2020","Becas doctorales","M","KS4",23
"Otorgado","2020","Becas doctorales","M","KS5",41
"Otorgado","2020","Becas doctorales","M","KS6",9
"Otorgado","2020","Becas doctorales","M","KS7",14
"Otorgado","2020","Becas doctorales","M","KS8",6
"Otorgado","2020","Becas doctorales","M","KS9",13
"Otorgado","2020","Becas doctorales","M","KT1",31
"Otorgado","2020","Becas externas","F","KA3",1
"Otorgado","2020","Becas externas","F","KA5",1
"Otorgado","2020","Becas externas","F","KA6",2
"Otorgado","2020","Becas externas","F","KA7",1
"Otorgado","2020","Becas externas","F","KB1",2
"Otorgado","2020","Becas externas","F","KB2",1
"Otorgado","2020","Becas externas","F","KB3",2
"Otorgado","2020","Becas externas","F","KB4",1
"Otorgado","2020","Becas externas","F","KE1",2
"Otorgado","2020","Becas externas","F","KE2",1
"Otorgado","2020","Becas externas","F","KE5",1
"Otorgado","2020","Becas externas","F","KS1",1
"Otorgado","2020","Becas externas","F","KS2",1
"Otorgado","2020","Becas externas","F","KS5",2
"Otorgado","2020","Becas externas","F","KS8",2
"Otorgado","2020","Becas externas","F","KS9",1
"Otorgado","2020","Becas externas","F","ND",3
"Otorgado","2020","Becas externas","M","KA1",1
"Otorgado","2020","Becas externas","M","KA4",1
"Otorgado","2020","Becas externas","M","KA5",2
"Otorgado","2020","Becas externas","M","KA6",1
"Otorgado","2020","Becas externas","M","KA8",1
"Otorgado","2020","Becas externas","M","KB2",2
"Otorgado","2020","Becas externas","M","KB3",2
"Otorgado","2020","Becas externas","M","KB4",1
"Otorgado","2020","Becas externas","M","KE1",3
"Otorgado","2020","Becas externas","M","KE3",1
"Otorgado","2020","Becas externas","M","KE5",1
"Otorgado","2020","Becas externas","M","KS1",2
"Otorgado","2020","Becas externas","M","KS2",1
"Otorgado","2020","Becas externas","M","KS4",1
"Otorgado","2020","Becas externas","M","ND",4
"Otorgado","2020","Becas postdoctorales","F","KA1",25
"Otorgado","2020","Becas postdoctorales","F","KA2",3
"Otorgado","2020","Becas postdoctorales","F","KA3",14
"Otorgado","2020","Becas postdoctorales","F","KA4",2
"Otorgado","2020","Becas postdoctorales","F","KA5",18
"Otorgado","2020","Becas postdoctorales","F","KA6",13
"Otorgado","2020","Becas postdoctorales","F","KA7",15
"Otorgado","2020","Becas postdoctorales","F","KA8",11
"Otorgado","2020","Becas postdoctorales","F","KB1",28
"Otorgado","2020","Becas postdoctorales","F","KB2",39
"Otorgado","2020","Becas postdoctorales","F","KB3",28
"Otorgado","2020","Becas postdoctorales","F","KB4",9
"Otorgado","2020","Becas postdoctorales","F","KE1",41
"Otorgado","2020","Becas postdoctorales","F","KE2",2
"Otorgado","2020","Becas postdoctorales","F","KE3",8
"Otorgado","2020","Becas postdoctorales","F","KE4",4
"Otorgado","2020","Becas postdoctorales","F","KE5",27
"Otorgado","2020","Becas postdoctorales","F","KS1",7
"Otorgado","2020","Becas postdoctorales","F","KS2",10
"Otorgado","2020","Becas postdoctorales","F","KS3",9
"Otorgado","2020","Becas postdoctorales","F","KS4",15
"Otorgado","2020","Becas postdoctorales","F","KS5",27
"Otorgado","2020","Becas postdoctorales","F","KS6",2
"Otorgado","2020","Becas postdoctorales","F","KS7",15
"Otorgado","2020","Becas postdoctorales","F","KS8",9
"Otorgado","2020","Becas postdoctorales","F","KS9",11
"Otorgado","2020","Becas postdoctorales","F","KT1",8
"Otorgado","2020","Becas postdoctorales","M","KA1",16
"Otorgado","2020","Becas postdoctorales","M","KA2",14
"Otorgado","2020","Becas postdoctorales","M","KA3",2
"Otorgado","2020","Becas postdoctorales","M","KA4",13
"Otorgado","2020","Becas postdoctorales","M","KA5",10
"Otorgado","2020","Becas postdoctorales","M","KA6",10
"Otorgado","2020","Becas postdoctorales","M","KA7",5
"Otorgado","2020","Becas postdoctorales","M","KA8",3
"Otorgado","2020","Becas postdoctorales","M","KB1",13
"Otorgado","2020","Becas postdoctorales","M","KB2",34
"Otorgado","2020","Becas postdoctorales","M","KB3",15
"Otorgado","2020","Becas postdoctorales","M","KB4",6
"Otorgado","2020","Becas postdoctorales","M","KE1",31
"Otorgado","2020","Becas postdoctorales","M","KE2",10
"Otorgado","2020","Becas postdoctorales","M","KE3",28
"Otorgado","2020","Becas postdoctorales","M","KE4",8
"Otorgado","2020","Becas postdoctorales","M","KE5",21
"Otorgado","2020","Becas postdoctorales","M","KS1",9
"Otorgado","2020","Becas postdoctorales","M","KS2",8
"Otorgado","2020","Becas postdoctorales","M","KS3",11
"Otorgado","2020","Becas postdoctorales","M","KS4",10
"Otorgado","2020","Becas postdoctorales","M","KS5",20
"Otorgado","2020","Becas postdoctorales","M","KS6",4
"Otorgado","2020","Becas postdoctorales","M","KS7",10
"Otorgado","2020","Becas postdoctorales","M","KS8",1
"Otorgado","2020","Becas postdoctorales","M","KS9",6
"Otorgado","2020","Becas postdoctorales","M","KT1",9
"Otorgado","2020",NA,"F","KA1",18
"Otorgado","2020",NA,"F","KA2",2
"Otorgado","2020",NA,"F","KA3",2
"Otorgado","2020",NA,"F","KA4",1
"Otorgado","2020",NA,"F","KA5",6
"Otorgado","2020",NA,"F","KA6",10
"Otorgado","2020",NA,"F","KA7",7
"Otorgado","2020",NA,"F","KA8",11
"Otorgado","2020",NA,"F","KB1",43
"Otorgado","2020",NA,"F","KB2",24
"Otorgado","2020",NA,"F","KB3",23
"Otorgado","2020",NA,"F","KB4",12
"Otorgado","2020",NA,"F","KE1",11
"Otorgado","2020",NA,"F","KE2",1
"Otorgado","2020",NA,"F","KE3",6
"Otorgado","2020",NA,"F","KE4",1
"Otorgado","2020",NA,"F","KE5",14
"Otorgado","2020",NA,"F","KS1",5
"Otorgado","2020",NA,"F","KS2",18
"Otorgado","2020",NA,"F","KS3",2
"Otorgado","2020",NA,"F","KS4",20
"Otorgado","2020",NA,"F","KS5",28
"Otorgado","2020",NA,"F","KS6",4
"Otorgado","2020",NA,"F","KS7",19
"Otorgado","2020",NA,"F","KS8",2
"Otorgado","2020",NA,"F","KS9",10
"Otorgado","2020",NA,"F","KT1",1
"Otorgado","2020",NA,"M","KA1",10
"Otorgado","2020",NA,"M","KA2",15
"Otorgado","2020",NA,"M","KA3",1
"Otorgado","2020",NA,"M","KA4",5
"Otorgado","2020",NA,"M","KA5",4
"Otorgado","2020",NA,"M","KA6",2
"Otorgado","2020",NA,"M","KA7",2
"Otorgado","2020",NA,"M","KA8",4
"Otorgado","2020",NA,"M","KB1",14
"Otorgado","2020",NA,"M","KB2",18
"Otorgado","2020",NA,"M","KB3",22
"Otorgado","2020",NA,"M","KB4",4
"Otorgado","2020",NA,"M","KE1",10
"Otorgado","2020",NA,"M","KE2",3
"Otorgado","2020",NA,"M","KE3",6
"Otorgado","2020",NA,"M","KE4",2
"Otorgado","2020",NA,"M","KE5",15
"Otorgado","2020",NA,"M","KS1",6
"Otorgado","2020",NA,"M","KS2",6
"Otorgado","2020",NA,"M","KS3",15
"Otorgado","2020",NA,"M","KS4",6
"Otorgado","2020",NA,"M","KS5",12
"Otorgado","2020",NA,"M","KS6",3
"Otorgado","2020",NA,"M","KS7",6
"Otorgado","2020",NA,"M","KS8",3
"Otorgado","2020",NA,"M","KT1",3
"Otorgado","2021","Becas doctorales","F","KA1",51
"Otorgado","2021","Becas doctorales","F","KA2",6
"Otorgado","2021","Becas doctorales","F","KA3",16
"Otorgado","2021","Becas doctorales","F","KA4",8
"Otorgado","2021","Becas doctorales","F","KA5",24
"Otorgado","2021","Becas doctorales","F","KA6",18
"Otorgado","2021","Becas doctorales","F","KA7",45
"Otorgado","2021","Becas doctorales","F","KA8",35
"Otorgado","2021","Becas doctorales","F","KB1",56
"Otorgado","2021","Becas doctorales","F","KB2",86
"Otorgado","2021","Becas doctorales","F","KB3",51
"Otorgado","2021","Becas doctorales","F","KB4",17
